customer_id,name,phone,email,address,credit_balance
43,Shanti Pradhan,+977-9749294272,shanti.pradhan6@gmail.com,"Kapan-15, Bharatpur",0.0
44,Mohan Rijal,+977-9845180853,mohan.rijal@hotmail.com,"Godawari-21, Siddharthanagar",44571.3
45,Ambika Sherpa,+977-9768159521,ambikasherpa@yahoo.com,"Budhanilkantha-29, Ghorahi",0.0
46,Binita Yadav,+977-9819745959,binita.yadav@gmail.com,"Sundarijal-16, Itahari",0.0
47,Arun Pant,+977-9853321531,,"Maharajgunj-14, Biratnagar",0.0
48,Rita Dhakal,+977-9768816912,rita.dhakal399@mail.com,"Sundarijal-25, Kathmandu",0.0
49,Uma Pandey,+977-9748030010,umapandey618@yahoo.com,"Naxal-18, Butwal",0.0
50,Sita Karki,+977-9827783308,sita_karki638@mail.com,"Thamel-2, Dhangadhi",0.0
51,Bijay Limbu,+977-9754048907,,"Maharajgunj-14, Janakpur",0.0
52,Sabin Bista,+977-9745668371,sabin_bista@gmail.com,"Naxal-4, Kathmandu",17498.02
53,Durga Raut,+977-9841520596,durga.raut637@yahoo.com,"Kalanki-31, Biratnagar",28198.48
54,Nabin Rijal,+977-9817189034,,"Kirtipur-11, Pokhara",5404.94
55,Sita Pandey,+977-9747654757,sita.pandey@yahoo.com,"Balaju-8, Itahari",28296.63
56,Krishna Khadka,+977-9768186990,krishna.khadka350@gmail.com,"Lazimpat-7, Ghorahi",0.0
57,Yogesh Yadav,+977-9753566765,yogeshyadav667@outlook.com,"Kirtipur-31, Damak",0.0
58,Saraswati Sapkota,+977-9825118725,saraswati.sapkota@hotmail.com,"Kalanki-25, Tulsipur",0.0
59,Dil Acharya,+977-9869179730,,"Satdobato-18, Janakpur",35059.19
60,Nirmala Koirala,+977-9849667566,nirmala.koirala@hotmail.com,"Naxal-16, Damak",32295.14
61,Lok Neupane,+977-9842561176,,"Maharajgunj-20, Butwal",18451.02
62,Dev Giri,+977-9828138769,devgiri@hotmail.com,"Satdobato-17, Itahari",0.0
63,Rajesh Acharya,+977-9859990305,rajeshacharya@yahoo.com,"Budhanilkantha-18, Ghorahi",48830.35
64,Prem Chaudhary,+977-9812686548,prem_chaudhary@yahoo.com,"Lagankhel-9, Kathmandu",0.0
65,Laxmi Koirala,+977-9813118618,laxmi_koirala@gmail.com,"Swayambhu-31, Itahari",0.0
66,Sabin Maharjan,+977-9845235884,sabin_maharjan@gmail.com,"Maharajgunj-5, Ghorahi",34322.55
67,Santosh Magar,+977-9812429098,santosh.magar427@mail.com,"Kirtipur-15, Lahan",19018.9
68,Kiran Pandey,+977-9746123430,kiran.pandey758@gmail.com,"Kapan-14, Dharan",0.0
69,Bikash Shrestha,+977-9803916107,bikash.shrestha@hotmail.com,"Sundarijal-31, Lahan",0.0
70,Devi Regmi,+977-9818617381,,"Kalanki-13, Hetauda",0.0
71,Bal Poudel,+977-9865456573,bal.poudel@outlook.com,"Kirtipur-19, Mechinagar",0.0
72,Bhim Singh,+977-9817752972,bhimsingh449@gmail.com,"Kirtipur-28, Lalitpur",30185.68
73,Sita Gurung,+977-9801348050,sitagurung591@gmail.com,"Kapan-31, Birgunj",22111.47
74,Nirmala Maharjan,+977-9749249789,nirmala_maharjan@outlook.com,"Mangalbazar-11, Pokhara",0.0
75,Dil Regmi,+977-9741615675,dil_regmi@gmail.com,"Kapan-1, Dhangadhi",27129.68
76,Rita Basnet,+977-9809697969,rita_basnet779@gmail.com,"Koteshwor-9, Hetauda",21905.8
77,Lok Rai,+977-9845014745,lok_rai566@hotmail.com,"Kalimati-8, Butwal",0.0
78,Gopal Mandal,+977-9869361353,gopal_mandal280@hotmail.com,"Naxal-16, Ghorahi",0.0
79,Prabha Karki,+977-9809526867,prabha.karki283@hotmail.com,"Mangalbazar-18, Siddharthanagar",14141.95
80,Bibek Sitaula,+977-9753493017,bibek_sitaula@mail.com,"Kapan-25, Damak",0.0
81,Keshav Pradhan,+977-9807425184,,"Kapan-3, Bharatpur",0.0
82,Asha Lama,+977-9747477326,ashalama508@gmail.com,"Chabahil-22, Siddharthanagar",43709.52
83,Kiran Tamang,+977-9768665981,,"Chabahil-10, Bharatpur",0.0
84,Puspa Dhakal,+977-9742347467,puspadhakal390@outlook.com,"Thankot-3, Ghorahi",11738.51
85,Dipendra Poudel,+977-9858280833,dipendrapoudel103@hotmail.com,"Jorpati-2, Itahari",0.0
86,Bishnu Regmi,+977-9827288789,bishnu.regmi580@yahoo.com,"Jorpati-6, Birgunj",19127.21
87,Prakash Dahal,+977-9864895475,prakash_dahal@gmail.com,"Putalisadak-11, Itahari",0.0
88,Tara Sitaula,+977-9818118722,tara_sitaula204@hotmail.com,"Naxal-16, Pokhara",0.0
89,Uma Devkota,+977-9815953150,,"Godawari-18, Dhangadhi",0.0
90,Laxmi Chaudhary,+977-9755801541,laxmi.chaudhary361@yahoo.com,"Thankot-17, Dharan",36046.42
91,Binod Yadav,+977-9851661401,binod_yadav@outlook.com,"Budhanilkantha-6, Biratnagar",16335.96
92,Nisha Maharjan,+977-9803217273,nisha_maharjan936@outlook.com,"Jorpati-31, Hetauda",14757.07
93,Sabin Rai,+977-9752263313,,"Kalanki-24, Dhangadhi",0.0
94,Suresh Sharma,+977-9813073474,sureshsharma269@mail.com,"Maharajgunj-7, Nepalgunj",23573.84
95,Jaya Acharya,+977-9802060605,jaya_acharya310@hotmail.com,"Balaju-3, Biratnagar",15218.23
96,Dil Rai,+977-9854939290,dil.rai@outlook.com,"Godawari-27, Damak",36329.96
97,Nisha Mandal,+977-9859209880,nisha_mandal@outlook.com,"Koteshwor-29, Tulsipur",42772.51
98,Anita Tiwari,+977-9827017548,,"Satdobato-8, Dharan",41209.55
99,Sunil Mishra,+977-9801358318,,"Mangalbazar-9, Butwal",10260.28
100,Dev Joshi,+977-9804909069,dev.joshi611@gmail.com,"Satdobato-9, Biratnagar",39925.69
101,Raju Mishra,+977-9843211291,,"Kalanki-21, Mechinagar",0.0
102,Puspa Basnet,+977-9868062546,puspabasnet@hotmail.com,"Kapan-7, Nepalgunj",0.0
103,Suman Shah,+977-9849748499,sumanshah63@hotmail.com,"Maharajgunj-7, Bharatpur",0.0
104,Kiran Thapa,+977-9856404139,kiran.thapa@mail.com,"Thankot-21, Mechinagar",0.0
105,Parvati Giri,+977-9818612081,parvati_giri@gmail.com,"Thankot-14, Damak",0.0
106,Devi Oli,+977-9828608449,devioli@hotmail.com,"Mangalbazar-24, Hetauda",34341.05
107,Asha Thapa,+977-9852432176,,"Balaju-9, Nepalgunj",29323.25
108,Jaya Koirala,+977-9823050700,jayakoirala434@gmail.com,"Lagankhel-20, Lahan",0.0
109,Shanti Pokhrel,+977-9803595941,shanti.pokhrel359@mail.com,"Sukedhara-18, Pokhara",40361.07
110,Jaya Raut,+977-9761440466,jayaraut274@gmail.com,"Jorpati-20, Hetauda",17551.17
111,Rekha Magar,+977-9742167449,,"Thankot-6, Kathmandu",10756.64
112,Nisha Rijal,+977-9823640889,nisharijal@mail.com,"Kirtipur-4, Bhaktapur",0.0
113,Laxmi Tiwari,+977-9855565128,laxmi_tiwari@hotmail.com,"Lazimpat-14, Hetauda",5690.88
114,Sandip Rai,+977-9819164342,sandip_rai@hotmail.com,"Kirtipur-1, Lalitpur",0.0
115,Nabin Raut,+977-9865286905,,"Balaju-32, Kathmandu",8784.74
116,Kopila Pant,+977-9809393009,kopilapant74@hotmail.com,"Budhanilkantha-28, Lalitpur",0.0
117,Sarita Acharya,+977-9747785090,sarita_acharya@hotmail.com,"Thamel-11, Janakpur",30906.26
118,Yogesh Gurung,+977-9742776088,,"Swayambhu-6, Dhangadhi",0.0
119,Puja Budathoki,+977-9824717362,puja.budathoki@gmail.com,"Gongabu-13, Siddharthanagar",17468.76
120,Prabha Ghimire,+977-9853456926,,"Jorpati-10, Lahan",32775.45
121,Sunita Raut,+977-9758783840,sunitaraut@mail.com,"Thankot-21, Lahan",31360.87
122,Santosh Neupane,+977-9858867190,santosh_neupane606@gmail.com,"Sukedhara-5, Siddharthanagar",0.0
123,Basanta Gautam,+977-9847186390,basanta.gautam876@gmail.com,"Kirtipur-25, Lahan",0.0
124,Dev Budathoki,+977-9848545279,devbudathoki330@mail.com,"Naxal-10, Siddharthanagar",22526.16
125,Sabin Lama,+977-9859464927,sabin.lama@hotmail.com,"Putalisadak-11, Siddharthanagar",0.0
126,Dipendra Karki,+977-9746676858,dipendra.karki663@outlook.com,"Kalimati-7, Janakpur",19328.21
127,Roshan Sherpa,+977-9866592886,,"Godawari-23, Biratnagar",0.0
128,Suresh Limbu,+977-9856193922,sureshlimbu833@yahoo.com,"Godawari-6, Siddharthanagar",21170.32
129,Yogesh Adhikari,+977-9826181912,,"Koteshwor-32, Janakpur",0.0
130,Binod Magar,+977-9855962567,binod.magar553@mail.com,"New Baneshwor-9, Janakpur",7712.64
131,Rekha Singh,+977-9868342941,,"Sukedhara-29, Butwal",37619.56
132,Basanta Poudel,+977-9765012581,basanta_poudel199@outlook.com,"Godawari-29, Mechinagar",0.0
133,Dipendra Raut,+977-9749437374,dipendra.raut821@mail.com,"Chabahil-4, Hetauda",43705.85
134,Dev Tamang,+977-9763091745,,"Kapan-18, Birgunj",0.0
135,Narayan Magar,+977-9742538698,narayan.magar906@outlook.com,"Thamel-4, Bharatpur",0.0
136,Bimal Ghimire,+977-9742369112,bimal.ghimire@gmail.com,"Sundarijal-10, Janakpur",0.0
137,Dipendra Subedi,+977-9868870361,dipendra.subedi20@outlook.com,"Koteshwor-28, Biratnagar",0.0
138,Dipendra Ghimire,+977-9813044276,,"Lazimpat-30, Lahan",0.0
139,Dil Chaudhary,+977-9761275739,dilchaudhary@yahoo.com,"Lagankhel-1, Bharatpur",12028.21
140,Nisha Maharjan,+977-9859782613,nisha.maharjan558@mail.com,"Gongabu-2, Damak",0.0
141,Asha Gautam,+977-9747262974,,"Thamel-5, Nepalgunj",0.0
142,Mina Raut,+977-9823238241,,"Boudha-12, Janakpur",34234.13
143,Tulsi Yadav,+977-9863262450,,"Kapan-3, Tulsipur",0.0
144,Krishna Pradhan,+977-9846294819,krishnapradhan@mail.com,"Naxal-3, Hetauda",9555.17
145,Uma Raut,+977-9846568772,,"Sukedhara-26, Bharatpur",44731.87
146,Ramesh Dhakal,+977-9869324908,ramesh_dhakal532@outlook.com,"Kalimati-6, Bharatpur",0.0
147,Rekha Pant,+977-9816389033,,"Mangalbazar-20, Itahari",0.0
148,Bijay Shrestha,+977-9756897979,bijayshrestha362@mail.com,"Lazimpat-4, Hetauda",0.0
149,Kamal Bhandari,+977-9763684131,kamal.bhandari695@hotmail.com,"New Baneshwor-5, Biratnagar",0.0
150,Yogesh Bhandari,+977-9741543335,yogeshbhandari@outlook.com,"Sukedhara-5, Tulsipur",26472.99
151,Suresh Acharya,+977-9815187788,suresh.acharya512@mail.com,"Maharajgunj-8, Damak",0.0
152,Puspa Lama,+977-9754599894,puspa_lama503@yahoo.com,"Balaju-5, Biratnagar",0.0
153,Kiran Gurung,+977-9826828829,kirangurung913@outlook.com,"Jorpati-24, Birgunj",6068.12
154,Mahesh Limbu,+977-9809288312,,"Boudha-24, Mechinagar",0.0
155,Dev Limbu,+977-9852103070,devlimbu539@hotmail.com,"Kapan-5, Bharatpur",0.0
156,Arun Mandal,+977-9858549319,arunmandal@mail.com,"Thankot-12, Mechinagar",6451.65
157,Chandra Basnet,+977-9859692311,,"Jorpati-21, Birgunj",11273.51
158,Mohan Regmi,+977-9855204459,,"Boudha-9, Hetauda",30721.41
159,Sunil Pokhrel,+977-9863586950,,"Kirtipur-22, Lahan",28180.9
160,Sita Gurung,+977-9845440189,sitagurung@gmail.com,"Naxal-19, Damak",15104.71
161,Binita Tiwari,+977-9745990112,binitatiwari@hotmail.com,"Lazimpat-30, Ghorahi",0.0
162,Janaki Magar,+977-9826357240,janaki_magar134@outlook.com,"Gongabu-7, Damak",0.0
163,Bhim Rai,+977-9818542969,,"Balaju-19, Lalitpur",43208.19
164,Nisha Ghimire,+977-9866493461,nishaghimire@yahoo.com,"Naxal-30, Siddharthanagar",0.0
165,Puja Dahal,+977-9842510773,pujadahal@yahoo.com,"Koteshwor-23, Mechinagar",0.0
166,Dipendra Dahal,+977-9755794062,dipendra.dahal@outlook.com,"Budhanilkantha-26, Nepalgunj",0.0
167,Kamal Basnet,+977-9764265774,kamal_basnet@mail.com,"Putalisadak-18, Damak",31162.08
168,Ambika Rai,+977-9862622046,ambika_rai375@yahoo.com,"Koteshwor-26, Lahan",2265.17
169,Binod Lama,+977-9828948107,binod.lama528@yahoo.com,"Mangalbazar-21, Lahan",0.0
170,Ambika Budathoki,+977-9816643410,ambikabudathoki726@mail.com,"Lagankhel-2, Ghorahi",0.0
171,Raju Oli,+977-9811447065,raju_oli802@mail.com,"Swayambhu-4, Butwal",8525.6
172,Kopila Magar,+977-9801529665,kopilamagar@gmail.com,"Putalisadak-27, Janakpur",0.0
173,Ganesh Oli,+977-9768912226,ganesholi723@yahoo.com,"Gongabu-21, Dharan",23918.55
174,Kopila Acharya,+977-9868711874,kopila_acharya693@outlook.com,"Kirtipur-13, Ghorahi",13950.32
175,Bibek Poudel,+977-9815848684,bibekpoudel325@hotmail.com,"Sukedhara-18, Damak",0.0
176,Shanti Tiwari,+977-9767370211,shanti_tiwari978@yahoo.com,"Lagankhel-19, Lalitpur",3951.47
177,Kiran Mandal,+977-9819037616,,"Boudha-18, Hetauda",0.0
178,Ambika Budathoki,+977-9805067770,,"Gongabu-15, Butwal",0.0
179,Rita Dhakal,+977-9752686863,rita.dhakal@mail.com,"Jorpati-31, Bharatpur",0.0
180,Mahesh Bista,+977-9816388299,,"New Baneshwor-15, Bhaktapur",36155.88
181,Gita Maharjan,+977-9743949245,gita.maharjan407@hotmail.com,"Jorpati-3, Itahari",0.0
182,Meena Chaudhary,+977-9856621073,,"Thankot-32, Damak",6710.0
183,Chandra Rijal,+977-9814234838,chandra_rijal@hotmail.com,"Thankot-12, Hetauda",0.0
184,Sabin Regmi,+977-9803944316,sabinregmi847@hotmail.com,"Gongabu-6, Janakpur",0.0
185,Anita Maharjan,+977-9869010350,anita.maharjan@hotmail.com,"Kalanki-18, Tulsipur",15097.29
186,Shanti Sharma,+977-9817032283,shanti.sharma477@outlook.com,"Jorpati-20, Dhangadhi",31935.57
187,Sabina Bhandari,+977-9804676367,sabina_bhandari@mail.com,"Sukedhara-31, Bharatpur",40099.75
188,Nabin Bista,+977-9802373555,nabinbista80@mail.com,"Balaju-13, Lalitpur",7492.62
189,Keshav Giri,+977-9752950183,keshavgiri94@mail.com,"Putalisadak-30, Lalitpur",0.0
190,Nisha Rijal,+977-9848757420,nisha_rijal406@outlook.com,"Thamel-5, Dharan",0.0
191,Tara Singh,+977-9852010921,tara.singh484@gmail.com,"Lagankhel-12, Bharatpur",38291.38
192,Nisha Bhandari,+977-9748525204,nisha_bhandari@mail.com,"Chabahil-8, Nepalgunj",0.0
193,Tek KC,+977-9763136529,tek.kc775@gmail.com,"Lagankhel-28, Tulsipur",41168.02
194,Binita Rijal,+977-9823602504,,"Budhanilkantha-3, Pokhara",20962.03
195,Hari Ghimire,+977-9802128954,,"New Baneshwor-4, Tulsipur",0.0
196,Krishna KC,+977-9754931560,krishna.kc@outlook.com,"Kalanki-21, Mechinagar",38626.91
197,Keshav Ghimire,+977-9813403511,keshavghimire@outlook.com,"Satdobato-12, Lalitpur",21360.03
198,Dil Basnet,+977-9827394713,dil_basnet419@yahoo.com,"Lagankhel-12, Dhangadhi",23675.94
199,Suman Pandey,+977-9868768273,sumanpandey@hotmail.com,"Boudha-9, Siddharthanagar",0.0
200,Roshan Joshi,+977-9822326581,roshan_joshi@yahoo.com,"New Baneshwor-25, Hetauda",30146.1
201,Sarita Pradhan,+977-9764640933,sarita_pradhan@gmail.com,"Koteshwor-8, Dharan",37716.54
202,Binita Singh,+977-9807654381,binitasingh@outlook.com,"Maharajgunj-23, Tulsipur",0.0
203,Yogesh Pokhrel,+977-9758818250,,"Budhanilkantha-21, Ghorahi",18535.25
204,Rita Gautam,+977-9803448176,,"Boudha-27, Mechinagar",0.0
205,Mahesh Dhakal,+977-9807372653,mahesh.dhakal@outlook.com,"Satdobato-32, Ghorahi",0.0
206,Uma Shrestha,+977-9869192588,,"Boudha-3, Lalitpur",3716.52
207,Laxmi Bista,+977-9847918793,,"Thankot-5, Butwal",457.07
208,Chandra Rijal,+977-9822014184,chandrarijal935@hotmail.com,"Godawari-2, Ghorahi",0.0
209,Dev Oli,+977-9841280618,dev_oli294@gmail.com,"Gongabu-12, Bharatpur",0.0
210,Anita Giri,+977-9865042786,,"Gongabu-23, Hetauda",0.0
211,Suresh Gurung,+977-9827812009,suresh.gurung232@outlook.com,"Godawari-3, Bhaktapur",0.0
212,Kopila Karki,+977-9768986040,,"Thamel-6, Birgunj",0.0
213,Sandip Mandal,+977-9822599906,sandip.mandal@mail.com,"Naxal-3, Hetauda",34221.44
214,Nirmala Pant,+977-9844009069,nirmala_pant@yahoo.com,"Swayambhu-26, Biratnagar",14963.84
215,Meena Ghimire,+977-9746565503,meenaghimire@gmail.com,"Gongabu-4, Nepalgunj",0.0
216,Devi Thapa,+977-9827655572,devi_thapa@outlook.com,"Putalisadak-15, Ghorahi",0.0
217,Kopila Lamichhane,+977-9867376562,,"Kirtipur-16, Itahari",4101.9
218,Santosh Karki,+977-9867536772,santosh.karki@outlook.com,"Putalisadak-18, Nepalgunj",0.0
219,Sunil Maharjan,+977-9748530347,sunilmaharjan@gmail.com,"Kalimati-6, Nepalgunj",39221.94
220,Ramesh Sharma,+977-9817942580,ramesh.sharma573@yahoo.com,"Swayambhu-11, Siddharthanagar",8475.09
221,Saroj Pandey,+977-9819273246,,"Jorpati-18, Bharatpur",0.0
222,Tulsi Thapa,+977-9825222820,tulsithapa609@mail.com,"Koteshwor-7, Tulsipur",0.0
223,Ram KC,+977-9827373495,ram_kc@hotmail.com,"Thankot-9, Lahan",0.0
224,Janaki Singh,+977-9809036449,janaki_singh299@hotmail.com,"Swayambhu-21, Butwal",0.0
225,Suresh Bhandari,+977-9854352088,sureshbhandari@mail.com,"Thamel-14, Tulsipur",0.0
226,Sabina Singh,+977-9857864256,sabina.singh248@outlook.com,"Godawari-28, Biratnagar",3698.26
227,Parvati Subedi,+977-9749965197,parvatisubedi@gmail.com,"Sukedhara-6, Damak",0.0
228,Binita Mishra,+977-9823790696,binita.mishra661@hotmail.com,"Kapan-28, Janakpur",0.0
229,Anita Bhattarai,+977-9809567725,anitabhattarai590@yahoo.com,"Putalisadak-26, Nepalgunj",0.0
230,Saraswati Singh,+977-9763529080,saraswati.singh@outlook.com,"Lazimpat-8, Bhaktapur",36507.54
231,Tara Pandey,+977-9828639213,tarapandey@hotmail.com,"Balaju-29, Tulsipur",0.0
232,Bibek Gautam,+977-9851378915,bibekgautam@yahoo.com,"Budhanilkantha-12, Butwal",16549.48
233,Bijay Rijal,+977-9807795568,bijay.rijal443@hotmail.com,"Thamel-13, Lahan",0.0
234,Bijay Karki,+977-9844603680,,"Kapan-7, Bhaktapur",26844.45
235,Yogesh Acharya,+977-9808676422,,"Godawari-21, Ghorahi",30565.42
236,Saraswati Rai,+977-9826905327,saraswatirai@outlook.com,"Kirtipur-6, Mechinagar",15659.29
237,Prakash Pandey,+977-9854070977,prakash.pandey429@mail.com,"Chabahil-25, Mechinagar",0.0
238,Lok Yadav,+977-9763906397,lok_yadav@yahoo.com,"Mangalbazar-4, Tulsipur",47592.1
239,Lok Limbu,+977-9807441514,loklimbu419@hotmail.com,"Lazimpat-32, Tulsipur",0.0
240,Meena Adhikari,+977-9805900455,,"Kalanki-19, Damak",0.0
241,Madan Devkota,+977-9759569902,,"Balaju-24, Hetauda",37839.31
242,Kiran Pant,+977-9808132912,,"Thankot-20, Butwal",1611.52
243,Puspa Khadka,+977-9858366370,puspa.khadka243@yahoo.com,"Budhanilkantha-23, Mechinagar",30513.09
244,Bijay Shrestha,+977-9864466502,bijay.shrestha546@outlook.com,"Kirtipur-11, Damak",0.0
245,Sabina Regmi,+977-9819630451,sabinaregmi139@hotmail.com,"New Baneshwor-9, Hetauda",6634.54
246,Prabha Lama,+977-9825153279,prabhalama@yahoo.com,"Swayambhu-27, Hetauda",0.0
247,Sarita Yadav,+977-9857758714,sarita_yadav899@outlook.com,"Putalisadak-21, Ghorahi",43445.39
248,Sunil Sherpa,+977-9757009980,sunilsherpa@hotmail.com,"Koteshwor-18, Ghorahi",0.0
249,Dipendra Dhakal,+977-9763191007,dipendra_dhakal916@gmail.com,"New Baneshwor-30, Pokhara",0.0
250,Manish Neupane,+977-9751011340,manish_neupane@yahoo.com,"Thankot-11, Itahari",43829.75
251,Sunil Mandal,+977-9825200835,,"Godawari-4, Birgunj",0.0
252,Puja Sherpa,+977-9808201300,pujasherpa@yahoo.com,"Naxal-9, Bhaktapur",25972.21
253,Kiran Sharma,+977-9846764217,kiran_sharma490@gmail.com,"Kalanki-6, Dhangadhi",5121.36
254,Arun Bhandari,+977-9813300647,arun.bhandari694@yahoo.com,"Kalimati-1, Siddharthanagar",8205.83
255,Tara Sherpa,+977-9803539636,tarasherpa881@yahoo.com,"Kalimati-9, Pokhara",29478.7
256,Ramesh Khadka,+977-9746276495,ramesh.khadka@gmail.com,"Kalanki-19, Damak",34523.8
257,Bibek Joshi,+977-9769548370,,"Maharajgunj-4, Itahari",39688.9
258,Prakash Dahal,+977-9742891524,,"Thankot-5, Lahan",48884.85
259,Yogesh Acharya,+977-9867490068,yogeshacharya@mail.com,"Godawari-31, Birgunj",38518.35
260,Hari Sitaula,+977-9851231415,,"New Baneshwor-26, Lalitpur",31428.53
261,Chandra Raut,+977-9748106413,chandra.raut551@mail.com,"Chabahil-6, Hetauda",0.0
262,Narayan Joshi,+977-9869999133,narayanjoshi855@gmail.com,"Lagankhel-16, Bharatpur",0.0
263,Sunil Lamichhane,+977-9858606317,sunil.lamichhane@yahoo.com,"Balaju-9, Kathmandu",8191.63
264,Tara Giri,+977-9765349442,,"Chabahil-8, Hetauda",1467.81
265,Bijay Sapkota,+977-9762071594,,"Swayambhu-32, Bhaktapur",0.0
266,Yogesh Basnet,+977-9753799805,yogesh_basnet916@mail.com,"Godawari-15, Pokhara",128.43
267,Shyam Ghimire,+977-9848914896,shyam.ghimire@gmail.com,"Boudha-15, Bharatpur",0.0
268,Nisha Sherpa,+977-9825550953,nishasherpa@mail.com,"Godawari-12, Lalitpur",0.0
269,Mohan Gautam,+977-9742156393,mohan_gautam319@outlook.com,"Kalimati-30, Damak",0.0
270,Mahesh Regmi,+977-9815069884,maheshregmi792@yahoo.com,"Budhanilkantha-16, Damak",0.0
271,Rita Adhikari,+977-9806812025,ritaadhikari974@outlook.com,"Thamel-20, Dhangadhi",0.0
272,Prem Ghimire,+977-9749254874,prem.ghimire96@gmail.com,"Kalanki-27, Siddharthanagar",18624.6
273,Bikash Sitaula,+977-9859479670,,"Maharajgunj-4, Bhaktapur",0.0
274,Kamala Ghimire,+977-9815378701,kamala_ghimire754@outlook.com,"Mangalbazar-18, Tulsipur",0.0
275,Mahesh Limbu,+977-9853607356,,"Putalisadak-21, Tulsipur",0.0
276,Tek Khadka,+977-9808581910,tek_khadka93@yahoo.com,"Godawari-3, Itahari",0.0
277,Keshav Magar,+977-9855164420,keshav_magar694@outlook.com,"Satdobato-2, Birgunj",42730.07
278,Jaya Budathoki,+977-9765191831,,"Balaju-8, Biratnagar",0.0
279,Suman Limbu,+977-9807720647,sumanlimbu87@mail.com,"Swayambhu-5, Hetauda",0.0
280,Durga Pradhan,+977-9753160763,,"Mangalbazar-3, Pokhara",2531.89
